Term,Department,Course,Workload,Rating,Enrollment,Recommendation,Elective,Concentration,Secondary/Citation,Core/GENED,EXPOS,Language,Pre-med
Spring 2019,Molecular & Cellular Biology,MCB 125: Molecular Basis of Behavior,5.0,3.6,7,3.6,20,80,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,MCB 131: Computational Neuroscience,11.0,3.5,19,3.7,92,15,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,MCB 143: Neurobiology of Vision and Blindness,3.4,4.3,10,4.2,40,70,0,0,0,0,10
Spring 2019,Molecular & Cellular Biology,MCB 145: Neurobiology of Perception and Decision Making,5.2,4.0,24,4.0,29,71,14,0,0,0,0
Spring 2019,Molecular & Cellular Biology,MCB 146: Experience-Based Brain Development: Causes and Consequences,3.6,4.3,12,4.6,44,33,22,0,0,0,0
Spring 2019,Molecular & Cellular Biology,MCB 170/NEURO 170: Brain Invaders: Building and Breaking Barriers in the Nervous System,4.1,4.8,16,4.6,29,93,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,MCB 178: Biochemistry of Protein Complexes,4.2,4.9,14,4.9,69,62,8,0,0,0,15
Spring 2019,Molecular & Cellular Biology,MCB 186: Sleep and Circadian Clocks: from Biology to Public Health,2.6,3.7,112,3.9,48,49,11,5,0,0,2
Spring 2019,Molecular & Cellular Biology,MCB 198: Advanced Mathematical Techniques for Modern Biology,9.1,4.4,9,4.4,10,0,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,MCB 199: Statistical Thermodynamics and Quantitative Biology,10.2,4.2,5,3.8,25,10,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,MCB 208: Talking about Science,1.6,4.4,18,4.3,10,0,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,"MCB 290B: Current Topics in Molecular, Cellular and Organismal Biology",3.8,4.0,40,4.1,11,94,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,"MCB 293: Biochemistry, Chemical and Structural Biology",9.9,4.5,17,4.6,0,10,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,MCB 351: Scientific Integrity Refresher,1.7,3.5,11,3.8,0,10,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,MCB 352: Microscopy,,4.5,6,4.5,10,0,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,MCB 353: Building Your Own Microscope,,5.0,4,5.0,10,0,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,"MCB 355: Visualizing, Analyzing and Presenting Macromolecular Structures with PyMOL",6.0,5.0,4,4.5,67,0,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,MCB 356: Practical Introduction to Robotics,2.7,4.8,9,4.8,10,0,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,MCB 64: Cell Biology in the World,4.8,4.2,24,4.2,9,91,4,4,0,0,17
Spring 2019,Molecular & Cellular Biology,MCB 65: Physical Biochemistry: Understanding Macromolecular Machines,11.1,4.4,20,4.1,16,10,0,0,0,0,16
Spring 2019,Molecular & Cellular Biology,MCB 91: Research for Credit in Molecular and Cellular Biology,15.5,4.7,21,4.7,57,71,5,0,0,0,14
Spring 2019,Molecular & Cellular Biology,MCB 99B: Laboratory Research for Honors Thesis,18.4,4.5,26,4.3,29,76,0,5,0,0,0
Spring 2019,Music,MUSIC 10B: Harvard-Radcliffe Orchestra,3.5,4.0,43,4.1,94,3,6,0,0,0,0
Spring 2019,Music,MUSIC 142R: Foundations of Modern Jazz: Topics,2.7,3.4,15,3.6,77,23,8,8,0,0,0
Spring 2019,Music,MUSIC 14B: Harvard-Radcliffe Collegium Musicum,2.8,4.9,22,4.8,10,0,0,0,0,0,0
Spring 2019,Music,MUSIC 150: The Way Things Work: Musical Form and Analysis,5.5,4.2,5,4.2,25,50,25,0,0,0,0
Spring 2019,Music,MUSIC 15B: Harvard Glee Club,3.6,4.5,13,4.5,10,0,0,0,0,0,0
Spring 2019,Music,MUSIC 161R: Advanced Composition,5.2,4.4,19,4.2,82,29,24,6,0,0,0
Spring 2019,Music,MUSIC 167: Introduction to Electroacoustic Music,8.0,5.0,10,5.0,86,0,43,0,0,0,0
Spring 2019,Music,MUSIC 16B: Radcliffe Choral Society,2.7,4.8,24,4.9,10,0,11,5,0,0,0
Spring 2019,Music,MUSIC 173R: Creative Music: Critical Practice Studio,3.8,4.6,10,4.6,62,62,25,0,0,0,0
Spring 2019,Music,MUSIC 175R: Special Topics,3.4,4.2,16,4.4,93,7,7,0,0,0,0
Spring 2019,Music,MUSIC 176B: Music and Dis/Ability II,2.3,4.8,8,4.6,75,12,25,0,0,0,0
Spring 2019,Music,MUSIC 179R: Advanced Electronic Music,7.3,4.8,8,4.8,10,20,40,0,0,0,0
Spring 2019,Music,MUSIC 181R: Performance and Culture: Renaissance Music,3.9,4.7,11,4.7,71,0,29,0,0,0,0
Spring 2019,Music,MUSIC 189R: Chamber Music Performance,3.7,4.8,55,4.8,95,14,2,2,0,0,0
Spring 2019,Music,MUSIC 18B: Harvard Jazz Band,3.0,4.7,12,4.7,90,10,10,0,0,0,10
Spring 2019,Music,MUSIC 194R: Special Topics,3.4,4.8,11,4.9,82,18,18,0,0,0,0
Spring 2019,Music,MUSIC 195RS: Topics in Music from 1900 - Present,3.5,5.0,6,5.0,75,0,25,0,0,0,0
Spring 2019,Music,MUSIC 2: Foundations of Tonal Music I,None,None,50,5.0,52,5,12,50,0,0,0
Spring 2019,Music,MUSIC 20: Opera,4.3,4.0,56,3.8,65,0,8,29,0,0,0
Spring 2019,Music,MUSIC 201A: Current Methods in Historical Musicology,6.0,4.8,7,4.5,0,60,20,0,0,0,0
Spring 2019,Music,MUSIC 206R: Research Methods in Ethnomusicology: Musical Ethnography,6.0,4.8,9,4.8,33,83,0,0,0,0,0
Spring 2019,Music,MUSIC 207R: Ethnomusicology: Seminar,6.3,4.7,4,5.0,67,33,0,0,0,0,0
Spring 2019,Music,MUSIC 213R: Topics in Medieval Polyphony,7.0,5.0,8,4.3,33,67,0,0,0,0,0
Spring 2019,Music,MUSIC 225R: Approaches to Analysis,5.0,4.5,5,4.5,0,10,0,0,0,0,0
Spring 2019,Music,MUSIC 24: Social Engagement through Music,4.6,4.4,14,4.9,64,18,18,0,0,0,0
Spring 2019,Music,MUSIC 244: Film Music/Film Sound,5.1,4.9,12,4.7,62,25,0,0,0,0,0
Spring 2019,Music,MUSIC 250HFB: Colloquium on Teaching Pedagogy,,5.0,7,4.0,0,10,0,0,0,0,0
Spring 2019,Music,MUSIC 262R: Composition: Seminar,30.0,5.0,5,4.5,50,10,0,0,0,0,0
Spring 2019,Music,MUSIC 270R: Special Topics,10.0,5.0,3,5.0,10,50,0,0,0,0,0
Spring 2019,Music,MUSIC 281R: Musicality,4.0,4.5,9,4.5,50,10,0,0,0,0,0
Spring 2019,Music,MUSIC 51B: Theory Ib,4.7,3.8,14,4.0,56,33,0,22,0,0,0
Spring 2019,Music,MUSIC 97T: Critical Thinking,4.7,3.5,14,3.6,0,10,0,0,0,0,0
Spring 2019,Music,MUSIC 98R: Tutorial - Junior Year,5.5,4.7,4,4.7,0,10,0,0,0,0,0
Spring 2019,Music,MUSIC BHFB: Exercises in Tonal Writing and Analysis,4.3,3.3,9,3.3,0,10,0,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,AKKAD 160: Old Babylonian Economic Texts,6.0,5.0,5,5.0,50,10,0,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,AKKAD AB: Introductory Akkadian II,4.8,4.5,8,4.0,75,0,25,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,ANE 106: Ancient Mesopotamian Literature: 2000 years of early storytelling,4.5,5.0,4,5.0,10,0,0,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,ARABIC 131B: Upper-Level Modern Arabic II,6.5,4.8,24,4.8,56,31,38,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,ARABIC 134: Colloquial Levantine Arabic,3.0,4.2,10,4.0,80,20,40,0,0,20,0
Spring 2019,Near Eastern Languages & Civ,"ARABIC 241BR: Advanced Modern Arabic Bridge: Language, Literature, and Culture II",4.0,4.6,10,4.6,62,62,12,0,0,12,0
Spring 2019,Near Eastern Languages & Civ,ARABIC 242BR: Arabic 5: Modern Arabic Poetry,5.0,2.5,6,2.0,50,50,0,0,0,50,0
Spring 2019,Near Eastern Languages & Civ,ARABIC 243AR: Advanced Readings in Classical Arabic Bridge I: Historical Sources,6.7,5.0,5,5.0,50,25,25,0,0,25,0
Spring 2019,Near Eastern Languages & Civ,ARABIC 251R: Classical Arabic Texts: Seminar,9.2,4.8,11,4.8,60,40,0,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,ARABIC AB: Elementary Arabic II,None,None,57,4.8,51,7,30,5,0,28,0
Spring 2019,Near Eastern Languages & Civ,ARABIC BB: Intermediate Arabic II,None,None,21,4.8,46,54,54,0,0,31,0
Spring 2019,Near Eastern Languages & Civ,ARMEN 163: Revolutionary Women: Contemporary Fiction of Dissent in Context,4.4,4.4,7,4.4,80,20,0,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,CLAS-HEB 130BR: Rapid Reading Classical Hebrew II,4.0,4.0,1,4.0,10,0,0,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,CLAS-HEB AB: Elementary Classical Hebrew II,6.5,5.0,5,4.7,33,0,0,0,0,67,0
Spring 2019,Near Eastern Languages & Civ,"COMPLIT 137/HEBREW 137: Child Sacrifice, Pros and Cons: The Binding of Isaac in Jewish, Christian, Islamic, and Modern Lit",4.5,4.0,3,4.3,33,67,0,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,HEBREW 236: The Song at the Sea: Seminar,4.5,5.0,3,4.5,10,50,0,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,HEBREW 255: The Passover Haggadah,2.4,4.2,6,4.4,10,0,0,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,"ISLAMCIV 135: Early and Medieval Islamic History, 600-1500",5.5,4.0,3,4.0,33,67,0,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,ISLAMCIV 186: Ismaili History and Thought,4.0,5.0,6,5.0,67,0,33,33,0,0,0
Spring 2019,Near Eastern Languages & Civ,RELIGION 2810/ISLAMCIV 218: Islamic Institutions - Middle East & Beyond: Modern Transformations & Debates (19th-21st centuries),6.2,4.1,12,4.2,44,56,0,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,MOD-HEB 120B: Intermediate Modern Hebrew II,4.4,4.9,13,5.0,55,9,27,0,0,45,0
Spring 2019,Near Eastern Languages & Civ,MOD-HEB 130B: Advanced Modern Hebrew II,3.2,5.0,7,4.8,67,0,33,17,0,0,0
Spring 2019,Near Eastern Languages & Civ,MOD-HEB BB: Elementary Modern Hebrew II,6.2,4.4,6,4.2,20,0,0,0,0,80,0
Spring 2019,Near Eastern Languages & Civ,MODMDEST 100: Introduction to the Modern Middle East,4.2,4.7,15,4.6,64,29,7,7,0,0,0
Spring 2019,Near Eastern Languages & Civ,"NEC 101: Historical Background to the Contemporary Middle East: Religion, Literature and Politics",4.3,3.2,15,3.0,8,85,15,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,"NEC 299A: NELC Doctoral Colloquium: Research, Resources and Pedagogy",2.0,4.0,5,4.5,0,10,0,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,RELIGION 1804/PERSIAN 108: Persian Sufi Literature,4.7,5.0,10,4.8,71,29,0,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,PERSIAN 130BR: Literary and Historical Texts in Persian,9.5,5.0,3,5.0,0,10,0,0,0,10,0
Spring 2019,Near Eastern Languages & Civ,PERSIAN AB: Elementary Persian II,5.7,4.5,6,4.5,25,10,0,0,0,25,0
Spring 2019,Near Eastern Languages & Civ,PERSIAN BB: Intermediate Persian II,8.0,4.2,10,4.4,0,20,0,0,0,80,0
Spring 2019,Near Eastern Languages & Civ,TURKISH AB: Elementary Modern Turkish II,3.8,2.8,6,3.2,80,40,40,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,YIDDISH 118: Yiddish Cinema,4.5,4.5,2,4.5,50,50,50,0,0,0,0
Spring 2019,Near Eastern Languages & Civ,YIDDISH AB: Elementary Yiddish II,3.7,5.0,4,5.0,33,33,33,0,0,33,0
Spring 2019,Near Eastern Languages & Civ,YIDDISH BB: Intermediate Yiddish II,4.0,4.0,1,4.0,10,0,10,0,0,0,0
Spring 2019,Neuroscience,NEURO 101EB: Human Cognition: Reading and Writing the Neural Code,2.9,4.9,16,4.8,27,93,0,0,0,0,0
Spring 2019,Neuroscience,NEURO 101FB: Neurobiology of Learning and Memory,3.8,3.5,14,3.3,0,10,0,0,0,0,0
Spring 2019,Neuroscience,NEURO 101GB: Sex and the Brain,3.0,4.5,15,4.5,13,10,0,0,0,0,0
Spring 2019,Neuroscience,NEURO 101LB: The Neurobiology of Sleep and its Role in Mental Health,1.8,4.3,7,4.5,0,67,0,0,0,0,17
Spring 2019,Neuroscience,NEURO 105: Systems Neuroscience,7.4,3.8,16,3.5,13,87,0,0,0,0,0
Spring 2019,Neuroscience,NEURO 115: Cellular Basis of Neuronal Function,9.1,4.8,14,4.8,0,10,0,0,0,0,0
Spring 2019,Neuroscience,NEURO 125: Molecular Basis of Behavior,4.9,3.8,13,4.0,8,67,0,8,0,0,8
Spring 2019,Neuroscience,NEURO 131: Computational Neuroscience,11.2,3.8,13,3.7,60,50,0,0,0,0,0
Spring 2019,Neuroscience,NEURO 140: Biological and Artificial Intelligence,2.9,3.5,29,3.5,52,44,4,4,0,0,0
Spring 2019,Neuroscience,NEURO 1401: Computational Cognitive Neuroscience: Building Models of the Brain,5.8,4.2,25,4.2,36,64,0,0,0,0,0
Spring 2019,Neuroscience,NEURO 143: Neurobiology of Vision and Blindness,4.8,4.8,6,4.4,0,10,0,0,0,0,0
Spring 2019,Neuroscience,MCB 170/NEURO 170: Brain Invaders: Building and Breaking Barriers in the Nervous System,4.1,4.8,16,4.6,29,93,0,0,0,0,0
Spring 2019,Neuroscience,NEURO 57: Animal Behavior,4.1,3.9,22,3.6,0,74,21,0,0,0,11
Spring 2019,Neuroscience,NEURO 91: Laboratory Research,12.5,4.5,47,4.5,26,77,0,0,0,0,5
Spring 2019,Neuroscience,NEURO 99: Honors Thesis Research,14.6,4.9,29,4.8,14,90,0,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 103: Plant Systematics and Evolution,5.2,4.4,12,4.4,38,62,12,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 107: Evolution of Plant Life in Geologic Time,5.0,5.0,3,4.7,33,67,33,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 11: Introduction to Tropical Biology,6.2,4.9,12,5.0,25,92,0,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 115: The Developmental Basis for Evolutionary Change,5.5,4.4,5,4.2,40,60,20,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 119: Deep Sea Biology,2.5,4.1,77,4.3,67,34,6,3,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 125: Molecular Ecology and Evolution,6.0,4.4,15,4.4,73,18,9,0,0,0,18
Spring 2019,Organismic & Evolutionary Biol,OEB 204R: Pre-Darwinian Evolutionary Thought,3.9,4.8,12,4.9,25,12,12,62,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 206: Trait-Based Ecology,2.0,4.0,3,4.0,10,50,0,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 207: The Fishy Aspects of the Human Body,3.6,4.7,20,4.8,80,47,0,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 242: Population Genetics,4.8,3.9,23,3.9,53,47,0,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 253R: Evolutionary Genetics Seminar,1.7,4.7,10,4.7,83,17,0,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 277: Topics in Symbiosis: From Intracellular Symbioses to the Human Microbiome,5.0,5.0,5,5.0,67,33,33,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 278: Adaptation,4.2,4.0,12,4.3,88,12,25,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,"OEB 290: Microbial Sciences: Chemistry, Ecology and Evolution",5.2,4.4,7,4.3,86,0,14,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 399: Topics in Organismic and Evolutionary Biology,2.0,4.8,8,4.8,0,10,0,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 51: Biology and Evolution of Invertebrate Animals,3.5,4.8,16,4.9,50,75,0,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 52: Biology of Plants,3.8,4.5,40,4.6,32,41,6,41,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 53: Evolutionary Biology,3.5,4.7,38,4.8,15,88,3,0,0,0,3
Spring 2019,Organismic & Evolutionary Biol,"OEB 55: Ecology: Populations, Communities, and Ecosystems",5.5,4.0,26,3.8,9,86,9,0,0,0,0
Spring 2019,Organismic & Evolutionary Biol,OEB 57: Animal Behavior,3.4,3.6,25,3.8,23,86,5,5,0,0,5
Spring 2019,Philosophy,PHIL 102: Aristotle's Theoretical Philosophy,4.9,4.2,12,3.9,40,60,10,0,0,0,0
Spring 2019,Philosophy,PHIL 12: Ethics of a Human Life,3.8,4.7,30,4.7,86,10,0,5,0,0,0
Spring 2019,Philosophy,PHIL 122: British Empiricism,7.7,4.7,15,4.7,71,43,29,0,0,0,0
Spring 2019,Philosophy,PHIL 136: Phenomenology of Lived Experience,5.3,4.5,26,4.5,47,47,12,0,0,0,0
Spring 2019,Philosophy,PHIL 138: Heidegger's Being and Time,6.2,4.6,39,4.6,53,50,17,0,0,0,0
Spring 2019,Philosophy,PHIL 145: Modal Logic,8.3,2.9,21,3.0,60,50,0,20,0,0,0
Spring 2019,Philosophy,PHIL 156: Philosophy of Mind,4.3,4.0,26,3.8,45,55,23,5,0,0,0
Spring 2019,Philosophy,"PHIL 158A: Mind, Brain, and Behavior Proseminar: Inference and Memory",4.6,4.6,9,4.6,40,80,0,0,0,0,0
Spring 2019,Philosophy,PHIL 169: Nozick's Philosophical Explanations: Proseminar,4.7,4.9,24,4.9,65,41,24,0,0,0,0
Spring 2019,Philosophy,"PHIL 171B: Reproductive Ethics--Whose Body is it, anyway?: Proseminar",4.2,4.8,13,4.7,33,56,33,0,0,0,0
Spring 2019,Philosophy,PHIL 175W: The Wisdom of Work: Proseminar,4.5,4.5,9,4.3,67,50,0,0,0,0,0
Spring 2019,Philosophy,PHIL 176G: Groups and Political Philosophy: Proseminar,9.0,4.0,5,3.7,25,25,0,0,0,0,0
Spring 2019,Philosophy,PHIL 188: Philosophy and Literature: Proust,5.2,3.9,22,3.9,62,44,0,0,0,0,0
Spring 2019,Philosophy,PHIL 20: Happiness,2.4,3.9,175,4.2,83,5,4,19,0,0,0
Spring 2019,Philosophy,PHIL 229: Kant's Theory of the Imagination,4.0,4.8,9,4.5,75,25,0,0,0,0,0
Spring 2019,Philosophy,PHIL 24: Ethics of Climate Change,4.4,4.3,70,4.2,56,10,10,46,0,0,0
Spring 2019,Philosophy,PHIL 247A: Topics in Philosophy of Language,5.2,3.8,8,3.7,25,50,25,0,0,0,0
Spring 2019,Philosophy,PHIL 279: Topics in Political Philosophy,6.8,4.6,15,4.5,67,42,0,0,0,0,0
Spring 2019,Philosophy,PHIL 311: Workshop in Moral and Political Philosophy,,5.0,15,5.0,0,10,0,0,0,0,0
Spring 2019,Philosophy,PHIL 312: Workshop in Metaphysics and Epistemology,1.5,4.7,10,5.0,0,10,0,0,0,0,0
Spring 2019,Philosophy,PHIL 315HFB: Instructional Styles in Philosophy,,5.0,7,5.0,0,10,0,0,0,0,0
Spring 2019,Philosophy,PHIL 321L: Philosophy in Translation: Latin,3.0,5.0,5,5.0,10,0,0,0,0,0,0
Spring 2019,Philosophy,"PHIL 33: Ethical Issues in Social, Cultural, and Artistic Representation",4.5,4.7,8,4.3,67,0,0,67,0,0,0
Spring 2019,Philosophy,PHIL 6: Ancient Ethics and Modern Morality,5.4,4.4,17,4.4,71,21,7,21,0,0,0
Spring 2019,Philosophy,PHIL 97: Tutorial I,5.5,4.5,31,4.4,5,74,21,0,0,0,0
Spring 2019,Physics,"PHYSCI 12A: Mechanics and Statistical Physics from an Analytic, Numerical and Experimental Perspective",7.6,3.7,56,3.6,2,83,8,6,0,0,15
Spring 2019,Physics,"PHYSCI 3: Electromagnetism, Circuits, Waves, Optics, and Imaging",6.1,3.7,222,3.6,1,42,1,1,0,0,90
Spring 2019,Physics,PHYSICS 101: Foundations of Theoretical Physics,7.5,4.9,21,4.9,75,44,0,6,0,0,0
Spring 2019,Physics,PHYSICS 123/ENG-SCI 153: Laboratory Electronics,14.4,4.6,6,4.8,40,80,0,0,0,0,0
Spring 2019,Physics,PHYSICS 125: Widely Applied Physics,5.4,4.7,29,4.8,56,64,8,4,0,0,0
Spring 2019,Physics,PHYSICS 143A: Quantum Mechanics I,7.1,3.8,55,3.7,17,91,4,2,0,0,0
Spring 2019,Physics,PHYSICS 153: Electrodynamics,10.6,4.1,41,4.2,50,83,8,0,0,0,3
Spring 2019,Physics,PHYSICS 15A: Introductory Mechanics and Relativity,7.5,4.3,30,3.9,26,87,13,17,0,0,9
Spring 2019,Physics,PHYSICS 15B: Introductory Electromagnetism and Statistical Physics,7.7,3.5,59,3.6,12,82,4,8,0,0,6
Spring 2019,Physics,PHYSICS 15C: Wave Phenomena,6.1,3.7,21,3.7,11,95,0,0,0,0,0
Spring 2019,Physics,PHYSICS 181: Statistical Mechanics and Thermodynamics,10.8,4.2,59,4.2,53,73,2,0,0,0,0
Spring 2019,Physics,PHYSICS 191: Advanced Laboratory,8.8,3.3,19,3.0,0,10,0,0,0,0,0
Spring 2019,Physics,PHYSICS 201: Data Analysis for Physicists,12.9,4.7,19,4.7,75,50,0,0,0,0,0
Spring 2019,Physics,PHYSICS 211BR: Black Holes from A to Z,11.8,4.0,22,3.9,88,24,0,0,0,0,0
Spring 2019,Physics,PHYSICS 216: Mathematics of Modern Physics,3.0,3.5,3,3.5,10,0,0,0,0,0,0
Spring 2019,Physics,PHYSICS 223: Electronics for Scientists,12.2,4.5,7,4.5,10,17,0,0,0,0,0
Spring 2019,Physics,PHYSICS 232: Advanced Electromagnetism,11.2,3.4,9,3.3,0,10,0,0,0,0,0
Spring 2019,Physics,PHYSICS 247: Laboratory Course in Contemporary Physics,9.0,4.5,3,4.0,0,10,0,0,0,0,0
Spring 2019,Physics,PHYSICS 251B: Advanced Quantum Mechanics II,9.8,3.8,30,3.8,16,84,0,0,0,0,0
Spring 2019,Physics,PHYSICS 253B: Quantum Field Theory II,28.0,3.0,11,3.0,40,40,0,0,0,0,0
Spring 2019,Physics,PHYSICS 254: The Standard Model,8.6,4.9,22,4.9,75,31,0,0,0,0,0
Spring 2019,Physics,PHYSICS 285A: Modern Atomic and Optical Physics I,10.3,4.1,13,4.1,70,70,0,0,0,0,0
Spring 2019,Physics,PHYSICS 287BR: The String Landscape and the String Swampland,13.0,5.0,6,5.0,75,0,0,0,0,0,0
Spring 2019,Physics,PHYSICS 295B/APPHY 295B: Quantum Theory of Solids,21.0,4.3,20,4.1,80,27,0,0,0,0,0
Spring 2019,Physics,PHYSICS 302A: Teaching and Communicating Physics,2.1,4.4,37,4.4,0,10,0,0,0,0,0
Spring 2019,Population Health Sciences,PHS 2000B: Quantitative Research Methods in Population Health Sciences II,8.6,3.6,44,3.5,0,95,0,0,0,0,0
Spring 2019,Psychology,PSY 1009: Psychology of Women,5.5,4.9,16,5.0,69,54,23,0,0,0,0
Spring 2019,Psychology,PSY 1301: Brain Science for World Leaders,4.0,4.8,26,4.8,81,5,24,0,0,0,0
Spring 2019,Psychology,PSY 1355: The Adolescent Brain,3.7,4.9,17,4.8,44,81,12,0,0,0,0
Spring 2019,Psychology,PSY 14: Cognitive Neuroscience,5.2,3.8,36,3.8,38,69,12,0,0,0,0
Spring 2019,Psychology,PSY 1401: Computational Cognitive Neuroscience: Building Models of the Brain,5.4,4.0,12,4.5,75,38,0,0,0,0,0
Spring 2019,Psychology,PSY 1503: Psychology of Close Relationships,2.1,4.5,150,4.7,64,25,24,2,0,0,0
Spring 2019,Psychology,PSY 1583: Psychology of Social Protest,3.9,4.3,24,4.4,53,33,40,0,0,0,0
Spring 2019,Psychology,PSY 1586: Confronting Bias in the Self and Others,4.2,4.5,12,4.5,64,45,18,0,0,0,0
Spring 2019,Psychology,PSY 1587: Fake News and Political Misperceptions,4.2,4.0,11,3.9,40,70,20,0,0,0,0
Spring 2019,Psychology,PSY 1652R: Laboratory in Early Cognitive Development,4.3,3.2,5,3.0,50,50,0,0,0,0,0
Spring 2019,Psychology,"PSY 1654: What Infants Know, How Children Learn",4.9,4.8,14,4.9,83,17,25,0,0,0,0
Spring 2019,Psychology,PSY 1662: The First Five Years: Parenting and the Developing Mind,3.8,4.6,15,4.6,82,27,18,0,0,0,0
Spring 2019,Psychology,PSY 18: Abnormal Psychology,2.5,4.3,420,4.4,59,27,19,7,0,0,2
Spring 2019,Psychology,PSY 1801: Anxiety Disorders,3.6,4.5,9,4.2,62,38,12,0,0,0,0
Spring 2019,Psychology,PSY 1809: Science of Stress,3.1,4.6,57,4.7,55,49,26,2,0,0,0
Spring 2019,Psychology,PSY 1864: Buddha Meets Freud: The Influence of Eastern Religion on Western Psychotherapy,3.1,4.9,16,4.9,58,75,17,0,0,0,0
Spring 2019,Psychology,"PSY 1866: Psychosis: Development, Symptoms, and Treatment",3.3,4.9,20,4.9,56,72,11,0,0,0,0
Spring 2019,Psychology,PSY 1867: Pseudoscience and Mental Health,3.4,4.6,20,4.6,75,50,10,0,0,0,0
Spring 2019,Psychology,PSY 1900: Introduction to Statistics for the Behavioral Sciences,2.8,3.4,95,3.7,11,53,12,18,0,0,41
Spring 2019,Psychology,PSY 1901: Methods of Behavioral Research,4.6,3.5,24,3.4,5,10,0,0,0,0,0
Spring 2019,Psychology,PSY 1952: Multivariate Analysis in Psychology,3.0,3.5,25,3.8,13,93,0,0,0,0,0
Spring 2019,Psychology,"PSY 2020: Cognition, Brain, and Behavior: Proseminar",9.6,3.3,16,3.3,0,10,0,0,0,0,0
